id,d1,end_state1,hispanic,race,raceot,racethn,nativity,racethn2,end_racethn2,q1,q2,q3,q4,aca,q5,q6a,q6b,end_q6,q7,q8,end_q8,q9,q10,vacc1,q11,vaches,q12,vacc2,q13,q14a,q14b,q14c,q15,q16a,q16b,q17,q18a,q18b,q18c,q19a,q19b,q20,q21a,q21b,spvacinfo,q22,q23,q24,q27,q28a,q28b,q28c,q28d,q28e,q28f,q28g,q29,q30a,q30b,q30c,q30d,q30e,q30f,q30g,q30h,q30i,q30r1_01,q30r1_02,q30r1_03,q30r1_04,q30r1_05,q30r1_06,q30r1_07,q30r1_08,q30r1_09,q30r2_01,q30r2_02,q30r2_03,q30r2_04,q30r2_05,q30r2_06,q30r2_07,q30r2_08,q30r2_09,q31,end_q31,q33,q33a,q34,q34a,end_q34a,q35a,q35b,q35d,q35e,q35g,inclosstotal,end_inclosstotal,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,employ,recemploy,essential,heal1a,delayedcare,coverage,agecov,covtype,covtypeot,agecovtype,rsex,gendervar,flu,test1,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,intvwdate,userid,sample,userdata,bssrs_match_code,sstate,sregion,sdivision,stz,exchangstat,stateexpmedi,gvnrexpmedi,wt1,weight,standwt,weight_ssrs,vacccombo,recage6,vaches_rec,essentialnonhc,healthworker,knowvacc,clsknowvacc,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,dialtype,qctr,xctr,state1,state,USR,USR_NEW
00111026,Female,1104,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",21,Some,Approve,About the right amount,Not enough,Somewhat favorable,Build on what the law does,Favor,Favor,228,Not too often,No,41,Generally exaggerated,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Have enough information,Have enough information,Have enough information, ,Yes,No, ,Very easy, , ,Yes,No,Have not gotten the vaccine and do not have an appointment scheduled,Very easy, , ,No,Yes,Yes,Very worried,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Very concerned,More likely,Very likely,Very likely,Not at all likely,Not at all likely,Somewhat likely,Very likely,Very likely,Very likely,Not too likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A local school,687,Somewhat confident,Not too confident, , ,44,No,No,No,No,No,No,83,32, ,18-64,30-49,25-34,18-39,30-44,Yes,Never been married,Unemployed and currently seeking employment,UNEMPLOYED, ,No,No,Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Female,FEMALE,No,No,No one in household has serious health condition,Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1508,Illinois,North Central,Highest,210221, ,Cell phone,Main RDD Hi AA,40002127,Illinois,North Central,East North Central, ,Federal,Yes,Yes - Democratic/Independent,.3521,3.4912,.1524,.2855, ,18-39,Wait and see,No,No,Do not know anyone vaccinated,No one close vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,88,1,ILLINOIS,1,Urban,Urban
00111064,Male,918,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",17,Some,Approve,About the right amount,Not enough,Very favorable,Repeal the entire law,Favor,Favor,164,Very often,Yes,31,Generally underestimated,Somewhat worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,No,Not at all worried,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Not at all concerned,Very concerned,Would make no difference,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely, , , , , , , , , , , , , , , , , , , ,577,Very confident,Somewhat confident, , ,40,No,No,Yes,No,No,Yes,89,50, ,18-64,50-64,45-54,40-59,45-64,Yes,Living with a partner,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Medicare, ,Medicare,Female,FEMALE,No,No,"Yes, respondent",Independent,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,3,Yes,1404,New York,Northeast,Highest,210222,111064,Cell phone,RDD HI AA OS,43008089,New York,Northeast,Mid Atlantic, ,State,Yes,Yes - Democratic/Independent,.3521,3.2347,.1412,.2645,Do knot know someone who has gotten vaccine,40-64,Wait and see,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mid Atlantic,sex ~= rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD OS,Manual,87,0,NEW YORK,1,Urban,Urban
00111082,Female,893,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",16,Not at all,Disapprove,Not enough,Not enough,Somewhat unfavorable,Build on what the law does,Favor,Favor,268,Very often,Yes,72,Generally underestimated,Somewhat worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is a personal choice, , ,Do not have enough information, , ,Strictly follow social distancing guidelines, , , ,Very easy,Very easy,Very easy,No,No, , , , , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,408,Not too confident,Not too confident, , ,57,No,No,No,No,No,No,72,38, ,18-64,30-49,35-44,18-39,30-44,No,Never been married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,No,No,"Yes, someone else in household",Or what?,Independent/don't lean to either party (VOL.),PURE INDEPENDENTS,INDEPENDENT/DON'T LEAN,Don't Know,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone",English,1,Yes,1317,Alabama,South,2,210222,111082,Cell phone,RDD HI AA OS,43003765,Alabama,South,East South Central, ,Federal,No/Maybe,No/Maybe,.3921,2.3833,.104,.1949,Respondent has gotten vaccine,18-39,Got vaccine/ASAP,Yes,No,Personally vaccinated,Personally vaccinated,English,East South Central,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD OS,Manual,67,1,ALABAMA,1,Suburban,Suburban
00111139,Female,733,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",18,Some,Don't know,Don't know,Not enough,Somewhat favorable,Build on what the law does,Favor,Favor,230,Very often,Yes,48,Generally correct,Somewhat worried,"Yes, both doses",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is a personal choice, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Very easy,Very easy,Very easy,No,No, , , , , ,Yes,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,317,Not at all confident,Not at all confident, , ,41,No,No,No,No,No,No,79,40, ,18-64,30-49,35-44,40-59,30-44,No,Never been married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Female,FEMALE,Yes,No,"Yes, respondent",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1185,Virginia,South,Lowest,210222,111139,Cell phone,RDD HI AA OS,43016591,Virginia,South,South Atlantic, ,Partnership,Yes,Yes - Democratic/Independent,.6716,2.5884,.113,.2117, ,40-64,Got vaccine/ASAP,Yes,No,Personally vaccinated,Personally vaccinated,English,South Atlantic,sex = rsex,CPO,CPO HH,Non-core,Rural (CDC=4-6),CELL RDD OS,Manual,66,3,VIRGINIA,1,Rural,Rural
00111184,Male,955,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",32,Some,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Oppose,277,Never,No,81,Generally underestimated,Very worried,"Yes, both doses",Completed process on their own, ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , ,Have enough information, , ,Strictly follow social distancing guidelines, , , ,Very difficult,Somewhat difficult,Very easy,Yes,No,Gotten at least one dose of the vaccine,Somewhat difficult, , , ,No,Yes,Somewhat worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,459, , , , ,0,No,No,Yes,No,Yes,No,106,79, ,65+,65+,65+,75+,65+,No,Married,Retired,RETIRED, ,No,"Yes, both me and a family member",Covered by health insurance, ,Plan through your spouse's employer, , ,Male,MALE,Yes,"Yes, someone else tested positive","Yes, both respondent and someone else in household",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"Yes, has a home telephone",English,2,Yes,1604,Louisiana,South,4,210221, ,Cell phone,Main RDD Hi AA,40002618,Louisiana,South,West South Central, ,Federal,Yes,Yes - Democratic/Independent,.2792,5.6799,.2479,.4645, ,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,West South Central,sex = rsex,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,64,0,LOUISIANA,1,Suburban,Suburban
00111221,Female,911,No,Black or African-American, ,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC",18,A lot,Approve,Not enough,Not enough,Very unfavorable,Build on what the law does,Favor,Favor,163,Not too often,Yes,37,Generally underestimated,Very worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,Yes,No,Somewhat difficult,Very difficult, ,No,No, , , , ,No,No,No,Not too worried,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,Very concerned,Would make no difference,Very likely,Not applicable,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,A large vaccination site run by the government, , , , , , , , , ,A grocery store,577,Very confident,Very confident, , ,38,Yes,No,Yes,Yes,Yes,Yes,78,67, ,65+,65+,65+,60-69,65+,No,Widowed,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No,No,Not covered by health insurance, , , , ,Female,FEMALE,No,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1435,Michigan,North Central,Highest,210220, ,Cell phone,Main RDD Hi AA,40003347,Michigan,North Central,East North Central, ,Federal,Yes,Yes - Democratic/Independent,.6716,3.4568,.1509,.2827,Do knot know someone who has gotten vaccine,65+,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,East North Central,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,92,0,MICHIGAN,1,Suburban,Suburban
00111288,Male,931,Yes,White, ,HISPANIC,U.S.,HISPANIC - BORN IN US,36,Some,Approve,Not enough,Not enough,Somewhat favorable,Keep the law as it is,Oppose,Favor,211,Somewhat often,No,30,Generally underestimated,Very worried,No, ,Wait until it has been available for a while to see how it is working for other people,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Do not have enough information,Have enough information,Have enough information, ,No,No, , , , ,Yes,No,Gotten at least one dose of the vaccine,Very easy, , ,Yes,Yes,Yes,Very worried,Very concerned,Very concerned,Not too concerned,Very concerned,Not at all concerned,Not too concerned,Somewhat concerned,Would make no difference,Very likely,Very likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,Somewhat likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,A community health clinic,A hospital,Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,A local school,558, , ,Somewhat confident,Not too confident,31,Yes,Yes,Yes,Yes,Yes,Yes,65,37, ,18-64,30-49,35-44,18-39,30-44,No,Separated,Unemployed and currently seeking employment,UNEMPLOYED, ,"Yes, someone else in household","Yes, a family member",Covered by health insurance,INSURED LESS THAN 65,MEDICAID, ,Medicaid/State-specific Medicaid name,Male,MALE,Yes,"Yes, respondent tested positive","Yes, someone else in household",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",English,3,Yes,1365,California,West,Highest,210219, ,Cell phone,Main RDD Hi Hisp,41007293,California,West,Pacific, ,State,Yes,Yes - Democratic/Independent,1.6182,8.4786,.37,.6934,Do knot know someone who has gotten vaccine,18-39,Wait and see,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Pacific,sex = rsex,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL RDD,Manual,94,0,CALIFORNIA,1,Urban,Urban
00111361,Male,1025,Yes,Other or mixed race,mejicano,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,31,Not at all,Approve,About the right amount,Not enough,Very favorable,Keep the law as it is,Favor,Favor,155,Somewhat often,Yes,43,Generally exaggerated,Very worried,No, ,"Only get the vaccine if you are required to do so for work, school, or other activities",Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Have enough information, ,Yes,No, ,Somewhat easy, , ,No,Yes,Have not gotten the vaccine and do not have an appointment scheduled, ,Very difficult,Somewhat easy,Yes,No,Yes,Not at all worried,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Would make no difference,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely,Not at all likely, , , , , , , , , , , , , , , , , , , ,688, , ,Not at all confident,Not too confident,39,No,No,No,No,No,No,69,45, ,18-64,30-49,45-54,40-59,45-64,Yes,Refused,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Other (VOL.),OTHER,Yes,No,"Yes, respondent",Refused,Refused,UNDESIGNATED,UNDESIGNATED,Liberal,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Don't Know,DK/RF, , ,"No, no home telephone",Spanish,6 or greater,Yes,1450,New Mexico,West,3,210219, ,Cell phone,Main RDD Hi Hisp,41006842,New Mexico,West,Mountain, ,Partnership,Yes,Yes - Democratic/Independent,1.6182,11.979,.5227,.9796,Do knot know someone who has gotten vaccine,40-64,Only if required,No,No,Know someone vaccinated,Know close family or friend vaccinated,Spanish,Mountain,sex ~= rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,91,4,NEW MEXICO,1,Urban,Urban
00111504,Female,1088,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",13,Not too much,Disapprove,Not enough,Not enough,Refused,Refused,Favor,Favor,215,Somewhat often,No,40,Generally correct,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,No, ,Do not have enough information,Do not have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not too worried,Somewhat concerned,Very concerned,Not applicable (Vol.),Very concerned,Not at all concerned,Not too concerned,Not at all concerned,More likely,Very likely,Not applicable,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Not at all likely,Not at all likely,A local pharmacy,NOT Your workplace,A grocery store,A local church or religious center,A local school,A community health clinic,NOT A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A hospital,701, , , , ,0,No,Yes,Refused,Don't know,No,Yes,119,68, ,65+,65+,65+,60-69,65+,No,Widowed,Refused,DK/RF, ,No,No,Covered by health insurance, ,Medicare,social security, ,Female,FEMALE,No,"Yes, someone else in household tested positive",No one in household has serious health condition,Or what?,Other party (VOL.),UNDESIGNATED,UNDESIGNATED,Refused,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Refused,DK/RF, , ,"No, no home telephone",English,1,Yes,1644,Arkansas,South,Lowest,210222,111504,Cell phone,Main RDD Hi AA,40000892,Arkansas,South,West South Central, ,Partnership,Yes,Yes - Republican Governor,.3786,6.6411,.2898,.5431, ,65+,Got vaccine/ASAP,No,No,Do not know anyone vaccinated,No one close vaccinated,English,West South Central,sex = rsex,CPO,CPO HH,Small metro,Rural (CDC=4-6),CELL RDD,Manual,90,9,ARKANSAS,1,Urban,Urban
00111661,Female,763,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",15,A lot,Approve,Not enough,Not enough,Very favorable,Build on what the law does,Favor,Favor,125,Very often,No,27,Generally underestimated,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Do not have enough information,Do not have enough information,Do not have enough information, ,Yes,No, ,Somewhat difficult, , ,No,No, , , , ,No,No,Yes,Not too worried,Not at all concerned,Not too concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference,Very likely,Very likely,Not too likely,Not at all likely,Very likely,Very likely,Somewhat likely,Very likely,Very likely,A local pharmacy,Your workplace,NOT A grocery store,NOT A local church or religious center,A local school,A community health clinic,NOT A hospital,Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,A hospital,NOT Your own doctor's office,NOT A large vaccination site run by the government,A hospital,535, , , , ,0,No,No,No,No,No,Yes,61,31, ,18-64,30-49,25-34,18-39,30-44,No,Married,Employed part-time,EMPLOYED,No,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer, ,Spouse's employer,Female,FEMALE,Yes,No,No one in household has serious health condition,Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,1102,New Mexico,West,3,210221, ,Cell phone,Main RDD Hi Hisp,41006960,New Mexico,West,Mountain, ,Partnership,Yes,Yes - Democratic/Independent,.7961,17.597,.7679,1.4391,Do knot know someone who has gotten vaccine,18-39,Got vaccine/ASAP,No,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mountain,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,85,0,NEW MEXICO,1,Urban,Urban
00111838,Male,611,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",33,Not too much,Disapprove,Not enough,Not enough,Very unfavorable,Repeal the entire law,Oppose,Oppose,144,Never,No,28,Generally exaggerated,Not at all worried,No, ,Definitely not get the vaccine,Getting vaccinated is a personal choice,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,No,No, , , , ,No,No,Yes,Not at all worried,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Would make no difference, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,341, , , , ,0,No,No,No,No,No,Yes,65,37, ,18-64,30-49,35-44,18-39,30-44,Yes,Married,Employed full-time,EMPLOYED,Yes,"Yes, someone else in household",No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,No,"Yes, someone else tested positive","Yes, both respondent and someone else in household",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$90,000 to less than $100,000",$90K+, , ,"No, no home telephone",English,2,Yes,993,New Mexico,West,3,210219, ,Cell phone,Main RDD Hi Hisp,41007212,New Mexico,West,Mountain, ,Partnership,Yes,Yes - Democratic/Independent,.7961,25.477,1.1118,2.0836,Do knot know someone who has gotten vaccine,18-39,Definitely not,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mountain,sex = rsex,CPO,CPO HH,Medium metro,"Suburban (CDC=2,3)",CELL RDD,Manual,76,0,NEW MEXICO,1,Urban,Urban
00111930,Male,1012,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",19,Not too much,Approve,Not enough,Not enough,Somewhat favorable,Keep the law as it is,Oppose,Favor,154,Never,No,30,Generally underestimated,Somewhat worried,No, ,Get the vaccine as soon as you can,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend",No difference,Have enough information,Have enough information,Do not have enough information, ,No,No, , , , ,Yes,No,Refused,Somewhat easy, , ,No,No,No,Not too worried,Not at all concerned,Not at all concerned,Not too concerned,Not too concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Would make no difference,Very likely,Very likely,Very likely,Somewhat likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,Very likely,A local pharmacy,Your workplace,A grocery store,NOT A local church or religious center,NOT A local school,NOT A community health clinic,NOT A hospital,NOT Your own doctor's office,A large vaccination site run by the government,NOT A local pharmacy,NOT Your workplace,NOT A grocery store,A local church or religious center,A local school,NOT A community health clinic,NOT A hospital,Your own doctor's office,NOT A large vaccination site run by the government,Your workplace,739, , , , ,0,No,No,No,No,No,No,70,50, ,18-64,50-64,45-54,40-59,45-64,Yes,Married,Employed full-time,EMPLOYED,Yes,No,No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer,Male,MALE,No,"Yes, someone else tested positive",No one in household has serious health condition,Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1350,Colorado,West,3,210221, ,Cell phone,Main RDD Hi Hisp,41007112,Colorado,West,Mountain, ,State,Yes,Yes - Democratic/Independent,.7961,16.219,.7078,1.3264,Do knot know someone who has gotten vaccine,40-64,Got vaccine/ASAP,Yes,No,Know someone vaccinated,Know close family or friend vaccinated,English,Mountain,sex = rsex,CPO,CPO HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,92,1,COLORADO,1,Suburban,Suburban
00112155,Male,508,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC",29,Some,Approve,Not enough,Not enough,Very unfavorable,Repeal the entire law,Favor,Oppose,153,Somewhat often,No,32,Generally correct,Somewhat worried,"Yes, single dose",Someone else helped find or schedule vaccine appointment, ,Getting vaccinated is a personal choice, , ,Have enough information, , ,"Probably follow most social distancing guidelines, but not as strictly", , , ,Somewhat easy,Somewhat difficult,Somewhat easy,No,No, , , , , ,No,No,Not too worried, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,216, , , , ,0,No,No,No,No,No,No,78,84, ,65+,65+,65+,75+,65+,No,Married,Employed part-time,EMPLOYED,No,No,No,Covered by health insurance, ,Medicare,Medicare/Medicaid, ,Male,MALE,Yes,"Yes, someone else tested positive",No one in household has serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"Yes, has a home telephone",English,2,Yes,894,Massachusetts,Northeast,4,210220, ,Cell phone,Main RDD Else,42005962,Massachusetts,Northeast,New England, ,State,Yes,Yes - Republican Governor,1.1758,14.401,.6285,1.1778,Respondent has gotten vaccine,65+,Got vaccine/ASAP,No,No,Personally vaccinated,Personally vaccinated,English,New England,sex = rsex,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",CELL RDD,Manual,63,0,MASSACHUSETTS,1,Suburban,Suburban
